Player,PER
Stacey Augmon,17.9
Stacey King,16.0
Stan Brown,6.1
Stan Kimbrough,12.1
Stan Love,14.7
Stan McKenzie,16.0
Stan Miasek,16.5
Stan Patrick,
Stan Pietkiewicz,14.3
Stan Washington,-10.3
Stanislav Medvedenko,21.8
Stanley Brundy,10.1
Stanley Jackson,17.8
Stanley Johnson,8.7
Stanley Roberts,16.3
Stefano Rusconi,2.4
Steffond Johnson,4.7
Stephane Lasme,11.7
Stephen Curry,31.5
Stephen Graham,21.9
Stephen Howard,19.5
Stephen Jackson,16.1
Stephen Thompson,14.6
Stephen Zimmerman,7.3
Stephon Marbury,22.7
Steve Alford,20.5
Steve Bardo,32.3
Steve Blake,14.5
Steve Bracey,12.7
Steve Bucknall,0.0
Steve Burtt,18.5
Steve Colter,15.9
Steve Courtin,6.9
Steve Downing,10.2
Steve Francis,21.6
Steve Goodrich,4.1
Steve Green,13.3
Steve Hamer,8.9
Steve Hamilton,9.6
Steve Harris,18.3
Steve Hawes,16.7
Steve Hayes,10.9
Steve Henson,14.1
Steve Johnson,18.1
Steve Jones,12.1
Steve Kerr,17.5
Steve Kuberski,12.4
Steve Lingenfelter,3.2
Steve Malovic,7.9
Steve Mix,19.7
Steve Nash,23.8
Steve Novak,20.8
Steve Patterson,13.6
Steve Scheffler,27.1
Steve Sheppard,14.2
Steve Smith,19.5
Steve Stipanovich,15.9
Steven Adams,16.5
Steven Hill,88.3
Steven Hunter,14.7
Steven Smith,-1.8
Stevin Smith,3.3
Stewart Granger,10.1
Stojko Vrankovic,11.2
Stromile Swift,19.2
Stu Lantz,16.8
Stuart Gray,10.5
Sun Yue,-8.6
Sundiata Gaines,17.3
Swede Halbrook,11.6
Swen Nater,19.1
Sylvester Gray,11.2
Sylvester Norris,3.3
T.J. Ford,20.3
T.J. McConnell,14.5
T.J. Warren,15.7
T.R. Dunn,12.5
Taj Gibson,16.9
Tal Skinner,10.2
Tamar Slay,7.8
Tang Hamilton,10.9
Tarence Kinsey,13.0
Tarik Black,16.3
Tariq Abdul-Wahad,14.4
Tate Armstrong,11.1
Tate George,11.8
Taurean Green,8.8
Taurean Waller-Prince,9.8
Taylor Griffin,5.2
Tayshaun Prince,16.9
Ted Luckenbill,9.0
Ted Manakas,7.2
Ted McClain,10.9
Tellis Frank,12.4
Terence Morris,11.9
Terence Stansbury,10.3
Terrance Roberson,-15.0
Terrel Harris,7.2
Terrell Brandon,25.2
Terrence Jones,19.1
Terrence Rencher,6.5
Terrence Ross,14.9
Terrence Williams,16.5
Terry Catledge,15.2
Terry Crosby,3.5
Terry Cummings,22.8
Terry Davis,12.4
Terry Dehere,16.7
Terry Dischinger,20.8
Terry Dozier,5.1
Terry Driscoll,11.9
Terry Duerod,14.3
Terry Furlow,17.1
Terry Mills,17.7
Terry Porter,21.7
Terry Rozier,10.8
Terry Teagle,16.7
Terry Thomas,16.3
Terry Tyler,17.2
Tex Ritter,
Thabo Sefolosha,13.8
Thaddeus Young,18.9
Thales McReynolds,-3.3
Thanasis Antetokounmpo,32.9
Tharon Mayes,6.8
Theo Ratliff,17.2
Theron Smith,8.4
Thomas Gardner,4.4
Thomas Hamilton,11.4
Thomas Jordan,6.9
Thomas Robinson,19.3
Thon Maker,14.0
Thurl Bailey,16.3
Tiago Splitter,20.5
Tibor Pleiss,3.5
Ticky Burden,14.6
Tierre Brown,17.4
Tim Bassett,10.5
Tim Breaux,11.6
Tim Duncan,27.1
Tim Frazier,19.1
Tim Hardaway,20.9
Tim James,12.6
Tim Kempton,10.7
Tim Legler,16.1
Tim McCormick,14.7
Tim Ohlbrecht,-6.1
Tim Perry,14.4
Tim Quarterman,10.2
Tim Thomas,16.9
Tim Young,11.7
Timofey Mozgov,18.7
Timothe Luwawu-Cabarrot,8.5
Tiny Archibald*,25.2
Tito Horford,5.1
Tito Maddox,11.2
Tobias Harris,18.2
Toby Bailey,11.3
Toby Kimball,16.9
Toby Knight,16.4
Tod Murphy,15.7
Todd Day,15.5
Todd Fuller,11.8
Todd Lichti,16.7
Todd MacCulloch,18.3
Todd Mitchell,8.8
Todd Mundt,8.0
Togo Palazzi,16.9
Tom Abernethy,15.6
Tom Barker,13.2
Tom Black,10.2
Tom Boerwinkle,20.4
Tom Boswell,14.6
Tom Brennan,5.6
Tom Burleson,17.8
Tom Chambers,31.5
Tom Copa,10.7
Tom Garrick,13.3
Tom Gola*,18.3
Tom Gugliotta,20.5
Tom Hammonds,14.7
Tom Hawkins,14.0
Tom Heinsohn*,20.0
Tom Henderson,15.2
Tom Hoover,9.7
Tom Hovasse,0.2
Tom Ingelsby,9.5
Tom Kozelko,9.4
Tom Kropp,10.8
Tom LaGarde,15.6
Tom Marshall,17.0
Tom McMillen,14.2
Tom Meschery,14.8
Tom Owens,19.9
Tom Patterson,15.5
Tom Payne,15.0
Tom Piotrowski,9.2
Tom Riker,19.9
Tom Sanders*,13.6
Tom Scheffler,6.9
Tom Sewell,-2.7
Tom Sluby,12.2
Tom Stith,6.5
Tom Thacker,10.3
Tom Tolbert,13.8
Tom Van,16.3
Tom Workman,19.6
Tomas Satoransky,8.5
Tommie Green,8.3
Tommy Byrnes,
Tommy Kearns,8.8
Tommy Kron,12.6
Tommy O'Keefe,
Toney Douglas,16.0
Toni Kukoc,21.8
Tony Allen,18.3
Tony Battie,15.5
Tony Bennett,9.9
Tony Bobbitt,11.7
Tony Brown,12.2
Tony Campbell,17.1
Tony Dawson,16.0
Tony Delk,16.1
Tony Dumas,15.2
Tony Farmer,15.7
Tony Fuller,6.9
Tony Harris,17.6
Tony Jackson,12.9
Tony Jaros,
Tony Lavelli,
Tony Massenburg,18.3
Tony Mitchell,30.9
Tony Parker,23.4
Tony Price,2.4
Tony Robertson,10.7
Tony Smith,15.2
Tony Snell,10.2
Tony White,11.3
Tony Windis,7.5
Tony Wroten,14.9
Tony Zeno,0.2
Torgeir Bryn,9.1
Tornike Shengelia,9.0
Torraye Braggs,11.6
Toure' Murry,11.1
Tracy Jackson,12.2
Tracy McGrady,30.3
Tracy Moore,33.0
Tracy Murray,17.3
Trajan Langdon,13.5
Travis Best,16.7
Travis Diener,13.7
Travis Grant,22.3
Travis Hansen,7.2
Travis Knight,14.1
Travis Leslie,14.6
Travis Mays,12.3
Travis Outlaw,16.4
Travis Wear,8.5
Travis Williams,13.7
Tree Rollins,18.9
Tremaine Fowlkes,12.4
Trent Tucker,15.4
Trenton Hassell,10.4
Treveon Graham,10.6
Trevor Ariza,17.1
Trevor Booker,15.7
Trevor Ruffin,15.5
Trevor Wilson,15.1
Trevor Winter,-4.3
Trey Burke,14.0
Trey Gilder,30.9
Trey Johnson,16.2
Trey Lyles,11.6
Trey Thompkins,12.0
Tristan Thompson,16.1
Troy Bell,-4.5
Troy Daniels,16.1
Troy Hudson,19.1
Troy Murphy,18.0
Troy Williams,12.8
Truck Robinson,18.8
Ty Lawson,19.4
Tyler Ennis,14.6
Tyler Hansbrough,16.4
Tyler Honeycutt,10.4
Tyler Johnson,15.9
Tyler Ulis,13.0
Tyler Zeller,18.9
Tyreke Evans,18.4
Tyrone Britt,9.5
Tyrone Corbin,16.6
Tyrone Hill,18.4
Tyrone Nesby,17.0
Tyronn Lue,16.2
Tyrus Thomas,31.4
Tyshawn Taylor,6.2
Tyson Chandler,20.1
Tyson Wheeler,76.1
Tyus Edney,17.8
Tyus Jones,13.8
Udonis Haslem,15.5
Uros Slokar,13.9
Uwe Blab,10.8
Vander Blue,4.0
Vassilis Spanoulis,5.4
Vern Fleming,17.5
Vern Gardner,11.1
Vern Hatton,14.5
Vern Mikkelsen*,21.9
Vernon Macklin,18.2
Vernon Maxwell,14.1
Vester Marshall,3.4
Viacheslav Kravtsov,14.4
Vic Bartolome,4.4
Victor Alexander,14.3
Victor Claver,9.2
Victor Oladipo,16.7
Viktor Khryapa,11.5
Vin Baker,20.4
Vince Boryla,12.8
Vince Carter,25.0
Vince Taylor,7.6
Vincent Askew,15.9
Vincent Yarbrough,9.5
Vincenzo Esposito,5.2
Vinnie Johnson,17.6
Vinny Del,15.6
Vitaly Potapenko,15.1
Vitor Faverani,11.0
Vlade Divac,20.5
Vladimir Radmanovic,15.1
Vladimir Stepania,13.9
Voise Winters,-5.6
Von Wafer,14.7
Vonteego Cummings,12.9
Voshon Lenard,15.9
Wade Baldwin,6.4
Wah Wah,13.5
Wali Jones,14.0
Walker Russell,9.5
Wallace Bryant,10.3
Wally Anderzunas,8.8
Wally Osterkorn,13.4
Wally Rank,4.0
Wally Szczerbiak,18.1
Wally Walker,14.0
Walt Bellamy*,26.3
Walt Budko,10.2
Walt Davis,11.7
Walt Frazier*,21.6
Walt Gilmore,6.4
Walt Hazzard,19.4
Walt Kirk,9.7
Walt Lautenbach,
Walt Wesley,17.1
Walt Williams,16.3
Walter Berry,28.9
Walter Bond,11.8
Walter Davis,23.0
Walter Dukes,16.3
Walter Herrmann,16.1
Walter Jordan,8.5
Walter McCarty,11.6
Walter Palmer,12.8
Walter Sharpe,4.8
Walter Tavares,14.4
Wang Zhizhi,28.7
Wardell Jackson,7.0
Warren Kidd,11.3
Warren Perkins,
Wayman Britt,13.5
Wayman Tisdale,18.1
Wayne Cooper,16.3
Wayne Ellington,13.9
Wayne Embry*,18.2
Wayne Englestad,12.4
Wayne Hightower,12.0
Wayne Kreklow,-1.9
Wayne Molis,11.7
Wayne Radford,9.7
Wayne Robinson,11.5
Wayne Sappleton,7.7
Wayne See,
Wayne Selden,10.0
Wayne Simien,11.5
Wayne Stevens,6.1
Wayne Turner,-1.7
Wayne Yates,4.1
Wes Matthews,19.6
Wes Unseld*,18.1
Wesley Cox,11.7
Wesley Johnson,11.1
Wesley Matthews,16.1
Wesley Person,16.3
Whitey Bell,10.3
Whitey Martin,5.4
Whitey Skoog,11.9
Whitey Von,
Wil Jones,12.7
Wilbur Holland,15.6
Wiley Peck,8.9
Will Barton,16.0
Will Blalock,4.5
Will Bynum,17.4
Will Cherry,5.8
Will Conroy,4.2
Will Frazier,0.5
Will Perdue,18.5
Will Solomon,12.6
William Avery,9.0
William Bedford,15.5
William Cunningham,33.3
William Smith,15.5
Willie Anderson,16.6
Willie Burton,21.4
Willie Cauley-Stein,16.4
Willie Green,13.9
Willie Jones,13.1
Willie McCarter,9.9
Willie Naulls,20.0
Willie Norwood,17.3
Willie Reed,19.2
Willie Smith,14.6
Willie Somerset,10.2
Willie Warren,10.8
Willie White,15.1
Willie Williams,8.1
Willie Wise,13.3
Willis Reed*,21.4
Willy Hernangomez,18.9
Wilson Chandler,16.6
Wilson Washington,12.9
Wilt Chamberlain*,31.8
Win Wilfong,12.6
Winford Boynes,13.1
Winston Bennett,29.9
Winston Crite,9.8
Winston Garland,14.7
Woody Sauldsberry,10.8
World B.,22.7
Worthy Patterson,11.0
Xavier Henry,12.3
Xavier McDaniel,18.7
Xavier Munford,9.9
Xavier Silas,0.1
Yakhouba Diawara,8.1
Yao Ming*,26.5
Yaroslav Korolev,8.0
Yi Jianlian,12.3
Yinka Dare,7.2
Yogi Ferrell,14.1
York Larese,13.1
Yuta Tabuse,15.6
Yvon Joseph,12.8
Zabian Dowdell,11.7
Zach LaVine,14.6
Zach Randolph,22.8
Zaid Abdul-Aziz,17.1
Zan Tabak,13.6
Zarko Cabarkapa,32.4
Zarko Paspalj,4.3
Zaza Pachulia,16.8
Zeke Sinicola,-1.7
Zeke Zawoluk,15.4
Zeljko Rebraca,16.2
Zelmo Beaty*,19.3
Zendon Hamilton,18.2
Zoran Dragic,9.1
Zoran Planinic,12.5
Zydrunas Ilgauskas,21.9
